"rok","kapitola_kod","kapitola_zkr","organizace_nazev","ustredni_organ","vztah","pocet_celkem","plat_prumer","pocet_predst","pocet_predst_01","pocet_predst_02","pocet_predst_03","pocet_predst_04","pocet_predst_05","pocet_predst_06","pocet_predst_07","pocet_predst_08","pocet_predst_09","pocet_predst_10","pocet_predst_11","pocet_predst_12","pocet_predst_13","pocet_predst_14","pocet_predst_15","pocet_predst_16","pocet_ostat","pocet_ostat_01","pocet_ostat_02","pocet_ostat_03","pocet_ostat_04","pocet_ostat_05","pocet_ostat_06","pocet_ostat_07","pocet_ostat_08","pocet_ostat_09","pocet_ostat_10","pocet_ostat_11","pocet_ostat_12","pocet_ostat_13","pocet_ostat_14","pocet_ostat_15","pocet_ostat_16","platy_celkem","pozad_obcanstvi","pozad_zakazkonkurence","date","pocet_predst_M","pocet_ostat_M","kapitola_nazev","kapitola_vladni","organizace_typ","kapitola_typ","src"
2018,"304","ÚV","Úřad vlády ČR",TRUE,"sluz",365,53627.41757990868,91,NA,NA,NA,NA,0,0,0,0,0,0,2,5,18,43,17,6,274,NA,NA,NA,NA,0,0,0,0,6,15,12,70,92,37,42,0,234888089,23,0,"2018-01-01",NA,NA,"Úřad vlády",TRUE,"Ústřední orgán","Ministerstva a ÚV","annual"
2018,"306","MZV","Ministerstvo zahraničních věcí",TRUE,"sluz",1816,37804.073054331864,396,NA,NA,NA,NA,0,0,0,0,0,10,12,34,50,185,91,14,1420,NA,NA,NA,NA,0,0,25,320,187,63,74,322,310,114,5,0,823826360,1816,0,"2018-01-01",NA,NA,"Ministerstvo zahraničních věcí",TRUE,"Ústřední orgán","Ministerstva a ÚV","annual"
2018,"307","MO","Ministerstvo obrany",TRUE,"sluz",1034,47871.33607350097,154,NA,NA,NA,NA,0,0,0,0,0,0,0,11,42,75,19,7,880,NA,NA,NA,NA,0,0,3,5,37,41,78,204,473,32,4,3,593987538,187,9,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Ústřední orgán","Ministerstva a ÚV","annual"
2018,"307","MO","KVV hlavní město Praha",FALSE,"sluz",6,34900.597222222226,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2512843,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Praha – Středočeský kraj",FALSE,"sluz",6,34874.402777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2510957,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Plzeň",FALSE,"sluz",6,35085.277777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2526140,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV České Budějovice",FALSE,"sluz",6,34840.027777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2508482,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Karlovy Vary",FALSE,"sluz",6,32666.083333333332,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2351958,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Ústí nad Labem",FALSE,"sluz",6,34166.055555555555,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2459956,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Hradec Králové",FALSE,"sluz",6,34740.11111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2501288,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Pardubice",FALSE,"sluz",6,34779.472222222226,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2504122,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Liberec",FALSE,"sluz",6,35094.972222222226,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2526838,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Jihlava",FALSE,"sluz",6,35930.027777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2586962,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Brno",FALSE,"sluz",6,34460.805555555555,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2481178,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Ostrava",FALSE,"sluz",6,34980.222222222226,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2518576,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Olomouc",FALSE,"sluz",6,33307.069444444445,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2398109,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","KVV Zlín",FALSE,"sluz",6,35028.51388888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,1,5,0,0,0,0,0,0,2522053,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","Újezdní úřad Boletice",FALSE,"sluz",6,32756.166666666668,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,5,0,1,0,0,0,0,0,2358444,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","Újezdní úřad Březina",FALSE,"sluz",6,33778.652777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,5,0,1,0,0,0,0,0,2432063,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","Újezdní úřad Hradiště",FALSE,"sluz",6,34206.01388888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,5,0,1,0,0,0,0,0,2462833,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","Újezdní úřad Libavá",FALSE,"sluz",6,33946.23611111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,0,0,0,0,5,0,1,0,0,0,0,0,2444129,6,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"307","MO","Úřad pro obrannou standardizaci, katalogizaci a státní ověřování jakosti",FALSE,"sluz",140,41628.24702380952,24,NA,NA,NA,NA,0,0,0,0,0,0,0,7,8,8,1,0,116,NA,NA,NA,NA,0,0,0,0,1,11,35,50,15,4,0,0,69935455,140,0,"2018-01-01",NA,NA,"Ministerstvo obrany",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Ministerstvo financí",TRUE,"sluz",1444,48444.19200138504,209,NA,NA,NA,NA,0,0,0,0,0,0,0,1,3,64,133,8,1235,NA,NA,NA,NA,0,0,0,4,33,24,21,37,326,679,111,0,839440959,124,5,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Ústřední orgán","Ministerstva a ÚV","annual"
2018,"312","MFČR","Generální finanční ředitelství",FALSE,"sluz",921,635007.7629388346,133,NA,NA,NA,NA,0,0,0,0,0,0,0,10,27,21,73,2,788,NA,NA,NA,NA,0,0,0,2,41,71,182,35,121,314,22,0,7018105796,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Odvolací finanční ředitelství",FALSE,"sluz",262,NA,44,NA,NA,NA,NA,0,0,0,0,0,0,1,2,23,11,7,0,218,NA,NA,NA,NA,0,0,0,2,15,1,35,165,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro hlavní město Prahu",FALSE,"sluz",2566,NA,348,NA,NA,NA,NA,0,0,0,0,0,0,12,294,39,3,0,0,2218,NA,NA,NA,NA,0,0,0,71,1070,708,356,13,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Středočeský kraj",FALSE,"sluz",1642,NA,236,NA,NA,NA,NA,0,0,0,0,0,1,13,184,35,3,0,0,1406,NA,NA,NA,NA,0,0,0,63,657,454,222,10,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Jihočeský kraj",FALSE,"sluz",895,NA,132,NA,NA,NA,NA,0,0,0,0,0,1,5,100,23,3,0,0,763,NA,NA,NA,NA,0,0,0,41,348,223,139,12,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Plzeňský kraj",FALSE,"sluz",760,NA,113,NA,NA,NA,NA,0,0,0,0,0,1,0,86,23,3,0,0,647,NA,NA,NA,NA,0,0,0,28,285,205,119,10,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Karlovarský kraj",FALSE,"sluz",377,NA,56,NA,NA,NA,NA,0,0,0,0,0,0,1,37,15,3,0,0,321,NA,NA,NA,NA,0,0,0,15,128,107,61,10,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Ústecký kraj",FALSE,"sluz",899,NA,139,NA,NA,NA,NA,0,0,0,0,0,0,7,105,24,3,0,0,760,NA,NA,NA,NA,0,0,0,23,339,262,125,11,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Liberecký kraj",FALSE,"sluz",555,NA,81,NA,NA,NA,NA,0,0,0,0,0,1,2,59,16,3,0,0,474,NA,NA,NA,NA,0,0,0,1,230,153,81,9,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Královéhradecký kraj",FALSE,"sluz",720,NA,101,NA,NA,NA,NA,0,0,0,0,0,1,5,73,19,3,0,0,619,NA,NA,NA,NA,0,0,0,18,289,199,100,13,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Pardubický kraj",FALSE,"sluz",662,NA,89,NA,NA,NA,NA,0,0,0,0,0,1,4,62,19,3,0,0,573,NA,NA,NA,NA,0,0,0,18,263,187,90,15,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Kraj Vysočina",FALSE,"sluz",672,NA,94,NA,NA,NA,NA,0,0,0,0,0,0,4,66,21,3,0,0,578,NA,NA,NA,NA,0,0,0,28,253,190,99,8,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Jihomoravský kraj",FALSE,"sluz",1622,NA,229,NA,NA,NA,NA,0,0,0,0,0,2,10,180,34,3,0,0,1393,NA,NA,NA,NA,0,0,0,48,615,470,240,20,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Olomoucký kraj",FALSE,"sluz",739,NA,110,NA,NA,NA,NA,0,0,0,0,0,0,5,83,19,3,0,0,629,NA,NA,NA,NA,0,0,0,31,281,197,112,8,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Moravskoslezský kraj",FALSE,"sluz",1315,NA,172,NA,NA,NA,NA,0,0,0,0,0,0,8,135,26,3,0,0,1143,NA,NA,NA,NA,0,0,0,50,470,414,184,25,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční úřad pro Zlínský kraj",FALSE,"sluz",762,NA,119,NA,NA,NA,NA,0,0,0,0,0,0,5,92,19,3,0,0,643,NA,NA,NA,NA,0,0,0,31,290,202,112,8,0,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Specializovaný finanční úřad",FALSE,"sluz",402,NA,63,NA,NA,NA,NA,0,0,0,0,0,0,0,13,41,7,2,0,339,NA,NA,NA,NA,0,0,0,0,27,52,123,113,24,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"312","MFČR","Finanční analytický úřad",FALSE,"sluz",60,52540.13055555555,8,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,4,0,52,NA,NA,NA,NA,0,0,0,0,2,0,1,0,6,43,0,0,37828894,0,1,"2018-01-01",NA,NA,"Ministerstvo financí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","Ministerstvo práce a sociálních věcí",TRUE,"sluz",1252,48174.86854366347,170,NA,NA,NA,NA,0,0,0,0,0,0,16,6,27,80,32,9,1082,NA,NA,NA,NA,0,0,6,10,38,69,166,71,530,167,25,0,723779225,1,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Ústřední orgán","Ministerstva a ÚV","annual"
2018,"313","MPSV","Česká správa sociálního zabezpečení",FALSE,"sluz",1809,133966.9280449604,191,NA,NA,NA,NA,0,0,0,0,1,0,33,46,63,47,1,0,1618,NA,NA,NA,NA,35,55,37,212,312,373,169,179,154,92,0,0,2908154074,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","Pražská správa sociálního zabezpečení",FALSE,"sluz",975,NA,72,NA,NA,NA,NA,0,0,0,0,0,8,49,11,4,0,0,0,903,NA,NA,NA,NA,0,1,0,235,509,103,21,0,34,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","MSSZ Brno",FALSE,"sluz",278,NA,17,NA,NA,NA,NA,0,0,0,0,1,2,12,0,2,0,0,0,261,NA,NA,NA,NA,0,14,4,86,118,22,4,0,13,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Benešov",FALSE,"sluz",59,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,50,NA,NA,NA,NA,0,4,1,18,19,4,1,0,3,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Beroun",FALSE,"sluz",56,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,47,NA,NA,NA,NA,0,3,2,21,13,5,1,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Blansko",FALSE,"sluz",61,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,52,NA,NA,NA,NA,0,2,0,25,19,4,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Brno - venkov",FALSE,"sluz",118,NA,11,NA,NA,NA,NA,0,0,0,0,0,2,7,0,2,0,0,0,107,NA,NA,NA,NA,0,6,2,54,26,7,1,0,11,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Bruntál",FALSE,"sluz",57,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,48,NA,NA,NA,NA,0,2,0,22,21,1,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Břeclav",FALSE,"sluz",71,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,62,NA,NA,NA,NA,0,4,1,27,18,8,0,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Česká Lípa",FALSE,"sluz",62,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,53,NA,NA,NA,NA,0,2,0,30,15,4,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ České Budějovice",FALSE,"sluz",127,NA,11,NA,NA,NA,NA,0,0,0,0,0,1,8,0,2,0,0,0,116,NA,NA,NA,NA,0,3,5,49,40,9,1,0,9,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Český Krumlov",FALSE,"sluz",42,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,33,NA,NA,NA,NA,0,1,0,16,14,1,0,0,1,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Děčín",FALSE,"sluz",72,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,63,NA,NA,NA,NA,0,2,0,34,16,8,0,0,3,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Domažlice",FALSE,"sluz",40,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,31,NA,NA,NA,NA,0,2,0,12,13,2,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Frýdek-Místek",FALSE,"sluz",122,NA,11,NA,NA,NA,NA,0,0,0,0,0,2,7,0,2,0,0,0,111,NA,NA,NA,NA,0,6,0,32,51,8,0,0,14,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Havlíčkův Brod",FALSE,"sluz",59,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,50,NA,NA,NA,NA,0,2,0,17,20,6,1,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Hodonín",FALSE,"sluz",94,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,85,NA,NA,NA,NA,0,4,0,36,28,9,1,0,7,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Hradec Králové",FALSE,"sluz",97,NA,8,NA,NA,NA,NA,0,0,0,0,0,1,5,0,2,0,0,0,89,NA,NA,NA,NA,0,4,4,37,37,3,0,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Cheb",FALSE,"sluz",58,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,49,NA,NA,NA,NA,0,1,0,21,20,4,0,0,3,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Chomutov",FALSE,"sluz",68,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,59,NA,NA,NA,NA,0,2,0,33,11,8,0,0,5,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Chrudim",FALSE,"sluz",67,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,58,NA,NA,NA,NA,0,5,1,25,20,3,0,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Jablonec nad Nisou",FALSE,"sluz",62,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,53,NA,NA,NA,NA,0,3,0,23,16,5,0,0,6,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Jeseník",FALSE,"sluz",34,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,25,NA,NA,NA,NA,0,1,0,8,12,3,0,0,1,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Jičín",FALSE,"sluz",55,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,46,NA,NA,NA,NA,0,3,1,22,16,0,0,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Jihlava",FALSE,"sluz",72,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,63,NA,NA,NA,NA,0,3,0,21,27,7,1,0,4,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Jindřichův Hradec",FALSE,"sluz",55,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,46,NA,NA,NA,NA,0,3,2,21,16,2,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Karlovy Vary",FALSE,"sluz",76,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,67,NA,NA,NA,NA,0,3,0,28,24,5,1,0,6,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Karviná",FALSE,"sluz",117,NA,11,NA,NA,NA,NA,0,0,0,0,0,2,7,0,2,0,0,0,106,NA,NA,NA,NA,0,8,0,34,51,5,0,0,8,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Kladno",FALSE,"sluz",85,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,76,NA,NA,NA,NA,0,4,4,44,15,5,1,0,3,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Klatovy",FALSE,"sluz",55,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,46,NA,NA,NA,NA,0,2,0,25,15,2,0,0,2,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
2018,"313","MPSV","OSSZ Kolín",FALSE,"sluz",59,NA,9,NA,NA,NA,NA,0,0,0,0,0,2,5,0,2,0,0,0,50,NA,NA,NA,NA,0,2,0,29,14,1,1,0,3,0,0,0,NA,0,0,"2018-01-01",NA,NA,"Ministerstvo práce a sociálních věcí",TRUE,"Jiné organizace","Ministerstva a ÚV","annual"
