"id";"nazev";"mista_prac";"mista_sluz";"predstaveny";"id_ext";"urad_zkratka";"urad_nazev";"zkratka";"urad_skupina";"mista_celkem";"dpth";"child_ftes"
"12004806";"odb. výzkumu a vývoje";"0";"0";NA;"31";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBVÝZAVÝVOJ";NA;"0";"3";"0"
"12004809";"odb.podpory.vys.škol.a.výzkumu";"0";"0";NA;"32";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBPODVŠVÝZ";NA;"0";"3";"0"
"12004803";"odb.vysokých.škol";"0";"0";NA;"30";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBVYSŠKOL";NA;"0";"3";"0"
"12011560";"odb.Evrop.unie.";"0";"0";NA;"70A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBEU";NA;"0";"3";"0"
"12011254";"odb.koncep.a.ved.OP";"0";"0";NA;"44A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBKOVEOP";NA;"0";"3";"0"
"12010716";"odb.adm.proj.vys.škol.";"0";"0";NA;"80";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ADMPROVŠ";NA;"0";"3";"0"
"12004885";"odb.mez.vztah.";"0";"0";NA;"64";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBMEZVZT";NA;"0";"3";"0"
"12004861";"odb.kontroly.OP";"0";"0";NA;"49";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KONTR OP";NA;"0";"3";"0"
"12004822";"odb.technické.pomoci";"0";"0";NA;"42";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBTP";NA;"0";"3";"0"
"12004849";"odb.admin.proj.výz.a.výv.";"0";"0";NA;"47";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ADPROVaV";NA;"0";"3";"0"
"12004845";"odb.admin.proj.region.školství";"0";"0";NA;"46";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ADMPRORGŠ";NA;"0";"3";"0"
"12004838";"odb.adm.zjed.proj.";"0";"0";NA;"45";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ADMIN ZP";NA;"0";"3";"0"
"12004912";"odd.prot.";"0";"0";NA;"K20";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPROT";NA;"0";"3";"0"
"12004914";"odd.parlametní.a.vládní.agendy";"0";"0";NA;"K22";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPARLAVLAG";NA;"0";"3";"0"
"12004915";"odd.koord.Nár.pl.obn.";"0";"0";NA;"K23";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKOORNPO";NA;"0";"3";"0"
"12010750";"odd.sekret.min.";"0";"0";NA;"K21A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSEKM";NA;"0";"3";"0"
"12004921";"kancelář.státního.tajemníka";"0";"0";NA;"S1";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KANSTÁTTAJEM";NA;"0";"3";"0"
"12004922";"odb.personální.a.státní.služby";"0";"0";NA;"S2";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBPERASTÁTS";NA;"0";"3";"0"
"12011562";"odd.arch.a.spis.služ.";"0";"0";NA;"S3A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDASS";NA;"0";"3";"0"
"12012005";"odb.inf.a.stat";"0";"0";NA;"S5";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBINFST";NA;"0";"3";"0"
"12004900";"odb.majetkopráv.a.veř.zakáz.";"0";"0";NA;"72";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBMAVEŘZAK";NA;"0";"3";"0"
"12004897";"odb.kontr.a.dozoru.ve.veř.správě";"0";"0";NA;"71";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBKDOZVS";NA;"0";"3";"0"
"12004896";"odd.provozní";"0";"0";NA;"702";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPROVOZ";NA;"0";"3";"0"
"12011258";"odd.vztah.s.veř.";"0";"0";NA;"K31";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDVZTVEŘ";NA;"0";"3";"0"
"12011257";"odd.kom.s.méd.";"0";"0";NA;"K30";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKOMMED";NA;"0";"3";"0"
"12011984";"odb.vzd.pol.";"0";"0";NA;"23B";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBVZPOL";NA;"0";"3";"0"
"12011982";"odb.střed.vyš.odb.a.dal.vzd.";"0";"0";NA;"22A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBSTVOVAINV";NA;"0";"3";"0"
"12011981";"odb.zákl.vzd.a.mlád.";"0";"0";NA;"21A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBZKVZAML";NA;"0";"3";"0"
"12011552";"odb.říz.reg.škol.";"0";"0";NA;"20A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODBŘREGŠK";NA;"0";"3";"0"
"12004785";"odd.financování.dotač.pro.a.schval.úč.zá";"0";"0";NA;"121";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDFINDOPSUZ";NA;"0";"3";"0"
"12004784";"odd.met.a.fin.škol.a.škol.zaříz.";"0";"0";NA;"120";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"OMFŠŠZ";NA;"0";"4";"0"
"12011443";"odd.správ.kap.a.fin.říz.";"0";"0";NA;"100A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSKFŘ";NA;"0";"4";"0"
"12011444";"odd.fin.zřiz.přísp.org.a.círk.škol.";"0";"0";NA;"120A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDFZPOCŠ";NA;"0";"4";"0"
"12004782";"odd.svod.výkaznictví.a.metodiky.účetnic";"0";"0";NA;"111";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSVÝAMETÚČ";NA;"0";"4";"0"
"12004781";"odd.finanční.účtárny";"0";"0";NA;"110";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDFINÚČT";NA;"0";"4";"0"
"12004788";"odd.před.říd.kon.fin.prost.mi.oper.prog";"0";"0";NA;"131";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPŘKFPMOP";NA;"0";"4";"0"
"12004787";"odd.před.říd.kon.fin.prostřed.oper.prog";"0";"0";NA;"130";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPŘKFPOP";NA;"0";"4";"0"
"12004877";"odd.vnější.legislativy";"0";"0";NA;"611";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDVNĚJLEGI";NA;"0";"4";"0"
"12004878";"odd.leg.fin.inst.vých.a.průř.ag.";"0";"0";NA;"612";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDLFIVPA";NA;"0";"4";"0"
"12004876";"odd.leg.reg.a.vys.škol.";"0";"0";NA;"610";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDLEGREGVŠ";NA;"0";"4";"0"
"12004881";"odd.správních.agend.a.rozkladové.komise";"0";"0";NA;"621";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSAAROZKOM";NA;"0";"4";"0"
"12004880";"odd.smluvních.agend.a.soudních.sporů";"0";"0";NA;"620";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSMASOUDSP";NA;"0";"4";"0"
"12010743";"odd.fin.org.sl.st.a.org.zř.MŠMT";"0";"0";NA;"141";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDFOSSAOZM";NA;"0";"4";"0"
"12004789";"odd.rep.maj.veř.VŠ.a.RgŠ.";"0";"0";NA;"14";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDRMAVVŠRGŠ";NA;"0";"4";"0"
"12004805";"odd.správní";"0";"0";NA;"301";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSPRÁVNÍ";NA;"0";"4";"0"
"12004804";"odd.koncepční";"0";"0";NA;"300";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKONCEPČNÍ";NA;"0";"4";"0"
"12004808";"odd.pro.výzkumné.infrastruktury";"0";"0";NA;"311";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPVÝZINFRA";NA;"0";"4";"0"
"12004807";"odd.pro.Evropský.výzkumný.prostor";"0";"0";NA;"310";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPEVRVÝYP";NA;"0";"4";"0"
"12004811";"odd.podpory.výzkumu.a.vývoje";"0";"0";NA;"321";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPODVÝZVÝV";NA;"0";"4";"0"
"12004810";"odd.podpory.vysokých.škol";"0";"0";NA;"320";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPODPORYVŠ";NA;"0";"4";"0"
"12010745";"odd.hod.výzkum.org.";"0";"0";NA;"322";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDHVO";NA;"0";"4";"0"
"12011555";"odd.přip.a.riz.";"0";"0";NA;"424";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPŘIRIZ";NA;"0";"4";"0"
"12004826";"odd.monitorovacího.systému";"0";"0";NA;"423";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"MOS";NA;"0";"4";"0"
"12004823";"odd.realizace.projektů.RLZ";"0";"0";NA;"420";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"RP RLZ";NA;"0";"4";"0"
"12004824";"odd.materiálně.technické.podpory";"0";"0";NA;"421";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"MATER TP";NA;"0";"4";"0"
"12004840";"odd.zjed.proj.I";"0";"0";NA;"451";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ZP I";NA;"0";"4";"0"
"12004841";"odd.zjed.proj.II";"0";"0";NA;"452";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ZP II";NA;"0";"4";"0"
"12004842";"odd.zjed.proj.III";"0";"0";NA;"453";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ZP III";NA;"0";"4";"0"
"12004844";"odd.zjed.proj.V";"0";"0";NA;"455";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ZP V";NA;"0";"4";"0"
"12004846";"odd.pro.reg.škol.I";"0";"0";NA;"460";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPREŠI";NA;"0";"4";"0"
"12004847";"odd.ind.proj.systém.";"0";"0";NA;"461";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"IPS";NA;"0";"4";"0"
"12004848";"odd.proj.akč.plán.I.";"0";"0";NA;"462";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PAPI";NA;"0";"4";"0"
"12011255";"odd.pro.reg.škol.II";"0";"0";NA;"464";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPREŠII";NA;"0";"4";"0"
"12010712";"odd.proj.akč.plán.II.";"0";"0";NA;"463";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PAPII";NA;"0";"4";"0"
"12004853";"odd.proj.mezisekt.spolup.";"0";"0";NA;"474";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PMSS";NA;"0";"4";"0"
"12004854";"odd.proj.excel.výzkumu";"0";"0";NA;"475";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PROEXCVÝZ";NA;"0";"4";"0"
"12004855";"odd.mob.výz.a.výv.";"0";"0";NA;"476";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"MVaV";NA;"0";"4";"0"
"12012004";"odd.proj.mezinár.výz.a.výv.";"0";"0";NA;"477";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PROMEZVaV";NA;"0";"4";"0"
"12004862";"odd.koord.a.podpory.kontrol";"0";"0";NA;"490";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KOR PKONT";NA;"0";"4";"0"
"12004863";"odd.kontr.pro.ESF.I";"0";"0";NA;"492";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKONTESFI";NA;"0";"4";"0"
"12004864";"odd.kontr.pro.ESF.II";"0";"0";NA;"493";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKONTESFII";NA;"0";"4";"0"
"12004865";"odd.kontr.pro.EFRR";"0";"0";NA;"494";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KONT EFRR";NA;"0";"4";"0"
"12004866";"odd.kontr.veřejn.zak.";"0";"0";NA;"495";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KONT VEŘ ZAK";NA;"0";"4";"0"
"12004886";"odd.bilat.a.multilaterální.spolupráce";"0";"0";NA;"640";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDBIAMUSPOL";NA;"0";"4";"0"
"12004887";"odd.pro.záležit.krajanské.a.organizační";"0";"0";NA;"641";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPZÁLKRAOR";NA;"0";"4";"0"
"12004850";"odd.proj.vys.škol.I";"0";"0";NA;"470";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PROVŠI";NA;"0";"4";"0"
"12004851";"odd.proj.vys.škol.II";"0";"0";NA;"472";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PROVŠII";NA;"0";"4";"0"
"12004852";"odd.proj.vys.škol.III";"0";"0";NA;"473";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"PROVŠIII";NA;"0";"4";"0"
"12004831";"odd.hodnoc.a.schval.projektů";"0";"0";NA;"433";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"HOD SCHV PRO";NA;"0";"4";"0"
"12004832";"odd.analýz.a.zpráv";"0";"0";NA;"434";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ANAL A ZPR";NA;"0";"4";"0"
"12004833";"odd.evaluací";"0";"0";NA;"435";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"EVAL";NA;"0";"4";"0"
"12004829";"odd.koncepce.a.přípravy.výzev.PO1.PO2";"0";"0";NA;"431";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KPV PO1, PO2";NA;"0";"4";"0"
"12004836";"odd.financování";"0";"0";NA;"441";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"FINANC";NA;"0";"4";"0"
"12004837";"odd.autorizace.a.certifikace";"0";"0";NA;"442";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"AUTCERTIF";NA;"0";"4";"0"
"12011253";"odd.met.a.příp.bud.prog.obd.";"0";"0";NA;"444";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDMPBPO";NA;"0";"4";"0"
"12004830";"odd.koncepce.a.přípravy.výzev.PO3";"0";"0";NA;"432";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"KPV PO3";NA;"0";"4";"0"
"12011556";"odd.fin.plán.a.nes.";"0";"0";NA;"440A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDFINPLNES";NA;"0";"4";"0"
"12011559";"odd.polit.Evrop.unie.";"0";"0";NA;"700A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPOLEU";NA;"0";"4";"0"
"12004884";"odd.prog.a.koord.";"0";"0";NA;"631";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPPRKO";NA;"0";"4";"0"
"12010742";"odd.mzd.účt.";"0";"0";NA;"112";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDMZDÚČT";NA;"0";"4";"0"
"12004925";"odd.projektové.kanceláře";"0";"0";NA;"S3";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPROJKANC";NA;"0";"4";"0"
"12004924";"odd.státní.služby";"0";"0";NA;"S21";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSTÁTSLUŽB";NA;"0";"4";"0"
"12004923";"odd.personální";"0";"0";NA;"S20";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPERS";NA;"0";"4";"0"
"12004899";"odd. kontr.pren.půs.v.org. zřiz.minister";"0";"0";NA;"711";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKOPREVVOZ";NA;"0";"4";"0"
"12004898";"odd. kontr.ve.ver.fin.pod";"0";"0";NA;"710";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDKONVFINPO";NA;"0";"4";"0"
"12010996";"odd.nák.a.majet.úř.";"0";"0";NA;"152";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDNAMÚ";NA;"0";"4";"0"
"12010995";"odd. majetkoprávní";"0";"0";NA;"151";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDMAJETPRÁV";NA;"0";"4";"0"
"12004901";"odd.veřejných.zakázek";"0";"0";NA;"720";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDVEŘZAK";NA;"0";"4";"0"
"12012108";"odd.inf.bezp.";"0";"0";NA;"S54";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDINFBEZ";NA;"0";"4";"0"
"12012007";"odd.st.výk.";"0";"0";NA;"S52";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSTVYK";NA;"0";"4";"0"
"12012006";"odd.spr.a.roz.inf.syst.";"0";"0";NA;"S51";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSPRIS";NA;"0";"4";"0"
"12004895";"odd.pr.inf.a.kom.tech.";"0";"0";NA;"701";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPIaKT";NA;"0";"4";"0"
"12004891";"odd.statistických.výstupů.a.analýz";"0";"0";NA;"652";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSTATVANA";NA;"0";"4";"0"
"12004798";"odd.metod.říz.a.pod.PŘO.";"0";"0";NA;"222";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDMETŘÍZAPP";NA;"0";"4";"0"
"12004800";"odd.pod.prac.v.reg.škol.";"0";"0";NA;"230";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPPRVRŠK";NA;"0";"4";"0"
"12012181";"odd.rov.příst.ve.vzděl.";"0";"0";NA;"203";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDROVPŘVEVZ";NA;"0";"4";"0"
"12004802";"odd.škol.rejstříku";"0";"0";NA;"24";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDŠKREJ";NA;"0";"4";"0"
"12011960";"odd.předsk.záj.spec.a.zák.um.vzd.";"0";"0";NA;"211B";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPŘZSPAZUV";NA;"0";"4";"0"
"12011553";"odd.rozv.dětí.a.ml.";"0";"0";NA;"230A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDROZDĚAML";NA;"0";"4";"0"
"12004792";"odd.zákl.vzd.";"0";"0";NA;"210";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDZKVZD";NA;"0";"4";"0"
"12004801";"odd.dalšího.vzdělávání";"0";"0";NA;"231";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDDALŠVZDĚL";NA;"0";"4";"0"
"12004797";"odd.odborného.vzdělávání";"0";"0";NA;"221";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDODBVZDĚL";NA;"0";"4";"0"
"12004796";"odd.všeobecného.vzdělávání";"0";"0";NA;"220";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDVŠEOVZDĚL";NA;"0";"4";"0"
"12004883";"odd.strategie.a.analýz";"0";"0";NA;"630";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDSTRAG";NA;"0";"4";"0"
"12011983";"odd.podp.dig.vzd.";"0";"0";NA;"231A";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPODDIGVZD";NA;"0";"4";"0"
"12012003";"odd.podp.škol";"0";"0";NA;"232";"MŠMT ČR";"Ministerstvo školství, mládeže a tělov.";"ODDPŠ";NA;"0";"4";"0"
"11000012";"Ministerstvo vnitra";"0";"0";NA;"20000151";"MV ČR";"Ministerstvo vnitra";"MV ČR";"Ministerstva a ÚV";"0";"1";"0"
"12002917";"Sekce státního tajemníka";"0";"0";NA;"20211926";"MV ČR";"Ministerstvo vnitra";"276100";NA;"0";"2";"0"
"12002858";"Odbor mezinárodní spolupráce a EU";"0";"0";NA;"20101577";"MV ČR";"Ministerstvo vnitra";".275900";NA;"0";"2";"0"
"12002925";"Sekce ekonomiky a provozu";"0";"0";NA;"20213203";"MV ČR";"Ministerstvo vnitra";".279800";NA;"0";"2";"0"
"12002934";"Sekce pro státní službu";"0";"0";NA;"20214951";"MV ČR";"Ministerstvo vnitra";"278800";NA;"0";"2";"0"
"12002942";"Kabinet ministra vnitra";"0";"0";NA;"20215177";"MV ČR";"Ministerstvo vnitra";"219800";NA;"0";"2";"0"
"12011115";"Sekce legislativy a státní správy";"0";"0";NA;"20218081";"MV ČR";"Ministerstvo vnitra";"Sekce legisl";NA;"0";"2";"0"
"12002833";"Odbor interního auditu a kontroly";"0";"0";NA;"10561546";"MV ČR";"Ministerstvo vnitra";".274700";NA;"0";"2";"0"
"12012363";"Sekce veřejné správy a eGovernmentu";"0";"0";NA;"20220776";"MV ČR";"Ministerstvo vnitra";"Sekce veřejn";NA;"0";"2";"0"
"12002800";"Odbor tisku a public relations";"0";"0";NA;"10485852";"MV ČR";"Ministerstvo vnitra";".216300";NA;"0";"2";"0"
"12002806";"Bezpečnostní odbor";"0";"0";NA;"10500302";"MV ČR";"Ministerstvo vnitra";".273300";NA;"0";"2";"0"
"12002865";"Sekce vnitřní bezpečnosti a policejního";"0";"0";NA;"20104026";"MV ČR";"Ministerstvo vnitra";".276300";NA;"0";"2";"0"
"12002761";"Kancelář ministra vnitra";"0";"0";NA;"10000038";"MV ČR";"Ministerstvo vnitra";".210200";NA;"0";"2";"0"
"12002816";"Odbor bezpečnostní politiky";"0";"0";NA;"10509704";"MV ČR";"Ministerstvo vnitra";".273900";NA;"0";"3";"0"
"12002766";"Odbor azylové a migrační politiky";"0";"0";NA;"10001384";"MV ČR";"Ministerstvo vnitra";".219200";NA;"0";"3";"0"
"12002867";"Kancelář I. NMV pro řízení sek.vnitř.bez";"0";"0";NA;"20104029";"MV ČR";"Ministerstvo vnitra";".276600";NA;"0";"3";"0"
"12002883";"Odbor bezpeč. výzkumu a policej.vzdělává";"0";"0";NA;"20207928";"MV ČR";"Ministerstvo vnitra";"276800";NA;"0";"3";"0"
"12011113";"Odbor prevence kriminality";"0";"0";NA;"20218079";"MV ČR";"Ministerstvo vnitra";"Odbor preven";NA;"0";"3";"0"
"12002767";"Odbor personální";"0";"0";NA;"10010306";"MV ČR";"Ministerstvo vnitra";".214400";NA;"0";"3";"0"
"12002801";"Odbor sociálního zabezpečení";"0";"0";NA;"10490827";"MV ČR";"Ministerstvo vnitra";".217800";NA;"0";"3";"0"
"12002805";"Odbor zdravotnického zabezpečení";"0";"0";NA;"10490900";"MV ČR";"Ministerstvo vnitra";".219700";NA;"0";"3";"0"
"12002967";"Kancelář státního tajemníka";"0";"0";NA;"20215553";"MV ČR";"Ministerstvo vnitra";"276200";NA;"0";"3";"0"
"12012213";"Odbor fondů a strategií";"0";"0";NA;"20220479";"MV ČR";"Ministerstvo vnitra";"Odbor fondů";NA;"0";"3";"0"
"12002775";"Ekonomický odbor";"0";"0";NA;"10474997";"MV ČR";"Ministerstvo vnitra";".211800";NA;"0";"3";"0"
"12002782";"Odbor správy majetku";"0";"0";NA;"10478995";"MV ČR";"Ministerstvo vnitra";".217200";NA;"0";"3";"0"
"12002787";"Odbor účetnictví a statistiky";"0";"0";NA;"10479003";"MV ČR";"Ministerstvo vnitra";".217300";NA;"0";"3";"0"
"12002853";"Odbor programového financování";"0";"0";NA;"20101526";"MV ČR";"Ministerstvo vnitra";".275800";NA;"0";"3";"0"
"12002859";"Odb.provozu inf.technologií a komunikací";"0";"0";NA;"20101584";"MV ČR";"Ministerstvo vnitra";"279000";NA;"0";"3";"0"
"12002863";"Odbor provozu a rozvoje EKIS";"0";"0";NA;"20102252";"MV ČR";"Ministerstvo vnitra";"279100";NA;"0";"3";"0"
"12002921";"Odbor projektového řízení";"0";"0";NA;"20212727";"MV ČR";"Ministerstvo vnitra";"27830057";NA;"0";"3";"0"
"12002945";"Odbor fondů EU v oblasti vnitřních věcí";"0";"0";NA;"20215253";"MV ČR";"Ministerstvo vnitra";"213000";NA;"0";"3";"0"
"12011969";"Odbor veřejných zakázek";"0";"0";NA;"20219506";"MV ČR";"Ministerstvo vnitra";"Odbor veřejn";NA;"0";"3";"0"
"12002935";"Útvar pers. ředitele sekce pro st. sl.";"0";"0";NA;"20214952";"MV ČR";"Ministerstvo vnitra";"27880051";NA;"0";"3";"0"
"12011995";"Odb. systemizace a řízení ve věcech st.s";"0";"0";NA;"20219682";"MV ČR";"Ministerstvo vnitra";"Odb. systemi";NA;"0";"3";"0"
"12012147";"Odbor koordinace st.sl. a vzdělávání";"0";"0";NA;"20220327";"MV ČR";"Ministerstvo vnitra";"Odbor koordi";NA;"0";"3";"0"
"12011117";"Odbor voleb";"0";"0";NA;"20218083";"MV ČR";"Ministerstvo vnitra";"Odbor voleb";NA;"0";"3";"0"
"12002888";"Odbor správní";"0";"0";NA;"20209478";"MV ČR";"Ministerstvo vnitra";"279600";NA;"0";"3";"0"
"12002776";"Odbor správních činností";"0";"0";NA;"10475387";"MV ČR";"Ministerstvo vnitra";".217600";NA;"0";"3";"0"
"12002774";"Odbor archivní správy a spisové služby";"0";"0";NA;"10423756";"MV ČR";"Ministerstvo vnitra";".219600";NA;"0";"3";"0"
"12002773";"Odbor všeobecné správy";"0";"0";NA;"10423755";"MV ČR";"Ministerstvo vnitra";".219500";NA;"0";"3";"0"
"12002769";"Odbor legislativy a koordinace předpisů";"0";"0";NA;"10415238";"MV ČR";"Ministerstvo vnitra";".211900";NA;"0";"3";"0"
"12002763";"Odbor právní";"0";"0";NA;"10001095";"MV ČR";"Ministerstvo vnitra";".217500";NA;"0";"3";"0"
"12002963";"Odbor strat.rozv. a koor.VS";"0";"0";NA;"20215502";"MV ČR";"Ministerstvo vnitra";"219300";NA;"0";"3";"0"
"12011370";"KNMV pro říz. sekce VS a eGovernmentu";"0";"0";NA;"20218576";"MV ČR";"Ministerstvo vnitra";"KNMV pro říz";NA;"0";"3";"0"
"12002772";"Odbor veřejné správy, dozoru a kontroly";"0";"0";NA;"10423754";"MV ČR";"Ministerstvo vnitra";".219400";NA;"0";"3";"0"
"12002860";"Odbor centrálních informačních systémů";"0";"0";NA;"20101585";"MV ČR";"Ministerstvo vnitra";"278900";NA;"0";"3";"0"
"12002919";"Odbor eGovernmentu";"0";"0";NA;"20212377";"MV ČR";"Ministerstvo vnitra";"278400";NA;"0";"3";"0"
"12002949";"Odbor koordinace IKT a eGovernment cloud";"0";"0";NA;"20215260";"MV ČR";"Ministerstvo vnitra";"278100";NA;"0";"3";"0"
